Category,VAT %,CPU,ASIN,Date,Amazon Price,FBA Price,FBM Price,Chosen Price,ROI %,ROI Score,Source,BSR,Offer Count,Review Count,Simulated Sales,Daily Profit,Stock,Actual Sales Volume,Avg Real Price,Scraper2_Title,Scraper2_MonthlySold,Scraper2_Rating,Scraper2_VariantReviews,Scraper2_3MonthUKReviews,Scraper2_HistoricalUKReviews,Scraper2_ParentTotalReviews,Scraper2_LaunchDate,Review Share %
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-10,49.99,31.99,,31.99,12.799717912552888,2,fba,7610,3,877,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-11,49.99,31.99,,31.99,12.799717912552888,2,fba,6196,3,877,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-12,49.99,31.99,,31.99,12.799717912552888,2,fba,8155,3,877,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-13,49.99,31.99,,31.99,12.799717912552888,2,fba,7274,3,877,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-14,49.99,31.99,,31.99,12.799717912552888,2,fba,6251,3,877,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-15,49.99,31.99,,31.99,12.799717912552888,2,fba,6256,3,879,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-16,49.99,31.99,,31.99,12.799717912552888,2,fba,10128,3,879,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-17,42.23,31.99,,31.99,12.799717912552888,2,fba,9977,3,879,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-18,42.23,31.99,,31.99,12.799717912552888,2,fba,12663,3,879,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-19,42.23,31.99,,31.99,12.799717912552888,2,fba,14301,3,879,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-20,42.23,31.99,,31.99,12.799717912552888,2,fba,10382,3,880,0.4666666666666667,1.6939999999999995,1,0,0.0,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
Home & Kitchen,20,15.29,B08G4Q5KK8,2025-02-21,42.23,32.67,,32.67,15.197461212976032,2,fba,8578,2,882,0.4666666666666667,2.0113333333333343,1,1,32.9,"Viners Assure Knife Block; Set of 5 Kitchen Knives & Universal Knife Holder; Chef, Santoku, Carving, Utility & Paring Knives, Stainless Steel, 0305.217",,4.4,112,1,10,989,N/A,11.324570273003033
