Category,VAT %,CPU,ASIN,Date,Amazon Price,FBA Price,FBM Price,Chosen Price,ROI %,ROI Score,Source,BSR,Offer Count,Review Count,Simulated Sales,Daily Profit,Stock,Actual Sales Volume,Avg Real Price,Scraper2_Title,Scraper2_MonthlySold,Scraper2_Rating,Scraper2_VariantReviews,Scraper2_3MonthUKReviews,Scraper2_HistoricalUKReviews,Scraper2_ParentTotalReviews,Scraper2_LaunchDate,Review Share %
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-10-26,13.26,13.37,12.69,12.69,15.25885558583106,2,fbm,22812,10,139,0.3333333333333333,0.5599999999999998,15,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-07,13.37,13.2,12.69,12.69,15.25885558583106,2,fbm,27225,10,146,0.3333333333333333,0.5599999999999998,11,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-08,13.37,13.2,12.69,12.69,15.25885558583106,2,fbm,27225,10,146,0.3333333333333333,0.5599999999999998,11,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-09,13.12,13.2,12.69,12.69,15.25885558583106,2,fbm,32926,10,146,0.3333333333333333,0.5599999999999998,11,1,13.2,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-10,13.12,13.2,12.69,12.69,15.25885558583106,2,fbm,34315,10,146,0.3333333333333333,0.5599999999999998,10,1,12.9,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-11,13.23,13.2,12.69,12.69,15.25885558583106,2,fbm,11751,10,152,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-12,12.81,13.2,12.69,12.69,15.25885558583106,2,fbm,11751,10,152,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-13,13.37,11.48,12.69,11.48,4.268846503178934,0,fba,22585,6,153,0.3333333333333333,0.15666666666666687,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-14,13.37,11.48,12.69,11.48,4.268846503178934,0,fba,26846,6,154,0.3333333333333333,0.15666666666666687,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-15,13.37,11.48,12.69,11.48,4.268846503178934,0,fba,26846,6,154,0.3333333333333333,0.15666666666666687,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-16,13.37,11.48,12.69,11.48,4.268846503178934,0,fba,44908,10,154,0.3333333333333333,0.15666666666666687,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-17,13.37,11.48,12.69,11.48,4.268846503178934,0,fba,45579,10,154,0.3333333333333333,0.15666666666666687,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-18,13.1,11.48,12.69,11.48,4.268846503178934,0,fba,29331,10,154,0.3333333333333333,0.15666666666666687,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-19,12.81,12.39,12.69,12.39,12.534059945504094,2,fba,38127,10,155,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-20,13.14,12.39,12.69,12.39,12.534059945504094,2,fba,48655,10,155,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-21,13.37,12.39,12.69,12.39,12.534059945504094,2,fba,35780,6,158,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-22,13.09,12.39,12.69,12.39,12.534059945504094,2,fba,26620,10,158,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-23,13.37,12.39,12.69,12.39,12.534059945504094,2,fba,10939,10,158,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-24,13.37,12.39,12.69,12.39,12.534059945504094,2,fba,26931,10,159,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-25,13.1,12.39,12.69,12.39,12.534059945504094,2,fba,26078,10,159,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-26,12.8,12.39,12.69,12.39,12.534059945504094,2,fba,21625,10,160,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-27,12.8,12.39,12.69,12.39,12.534059945504094,2,fba,9355,10,160,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-28,13.2,9.69,12.69,9.69,-11.989100817438695,-5,fba,8272,6,161,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-29,13.33,9.69,12.69,9.69,-11.989100817438695,-5,fba,7765,10,161,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-11-30,13.33,9.69,12.69,9.69,-11.989100817438695,-5,fba,5813,10,161,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-01,13.33,9.69,12.69,9.69,-11.989100817438695,-5,fba,6738,10,161,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-02,13.35,9.69,12.69,9.69,-11.989100817438695,-5,fba,5484,10,161,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-03,13.35,9.69,12.69,9.69,-11.989100817438695,-5,fba,12918,10,161,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-04,13.14,9.69,12.69,9.69,-11.989100817438695,-5,fba,12918,10,162,0.0,0.0,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-05,13.03,13.2,12.69,12.69,15.25885558583106,2,fbm,17143,6,162,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-06,12.74,13.2,12.69,12.69,15.25885558583106,2,fbm,17143,6,162,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-07,13.03,13.2,12.69,12.69,15.25885558583106,2,fbm,14142,5,162,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-08,13.37,13.2,12.69,12.69,15.25885558583106,2,fbm,18372,6,165,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-09,13.03,13.2,12.69,12.69,15.25885558583106,2,fbm,22510,5,166,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-10,13.37,13.2,12.69,12.69,15.25885558583106,2,fbm,12689,5,166,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-11,13.03,13.2,12.69,12.69,15.25885558583106,2,fbm,20899,5,168,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-12,13.03,13.2,12.69,12.69,15.25885558583106,2,fbm,20899,5,168,0.3333333333333333,0.5599999999999998,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-13,13.19,12.39,12.69,12.39,12.534059945504094,2,fba,29218,5,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-14,13.03,12.39,12.69,12.39,12.534059945504094,2,fba,15553,5,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-15,13.03,12.39,12.69,12.39,12.534059945504094,2,fba,9819,5,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-16,13.03,12.39,12.69,12.39,12.534059945504094,2,fba,10309,5,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-17,13.34,12.39,12.69,12.39,12.534059945504094,2,fba,16261,6,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-18,13.34,12.39,12.69,12.39,12.534059945504094,2,fba,17093,5,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-19,13.04,12.39,12.69,12.39,12.534059945504094,2,fba,12940,4,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-20,13.04,12.39,12.69,12.39,12.534059945504094,2,fba,12940,4,169,0.3333333333333333,0.46000000000000024,9,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-21,13.18,12.39,12.69,12.39,12.534059945504094,2,fba,9165,5,169,0.3333333333333333,0.46000000000000024,9,2,9.68,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-22,13.04,12.39,12.69,12.39,12.534059945504094,2,fba,9165,5,169,0.3333333333333333,0.46000000000000024,6,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-23,13.37,12.39,12.69,12.39,12.534059945504094,2,fba,9165,5,169,0.3333333333333333,0.46000000000000024,6,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-24,13.37,12.39,12.69,12.39,12.534059945504094,2,fba,9165,5,169,0.3333333333333333,0.46000000000000024,6,1,9.68,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-25,13.34,12.39,12.69,12.39,12.534059945504094,2,fba,13871,5,169,0.3333333333333333,0.46000000000000024,5,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-26,13.04,12.39,12.69,12.39,12.534059945504094,2,fba,13871,5,169,0.3333333333333333,0.46000000000000024,5,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-27,13.04,9.68,12.69,9.68,-12.079927338782925,-5,fba,26202,5,169,0.0,0.0,5,0,0.0,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
Pet Supplies,20,4.69,B0CHBQ7M5H,2024-12-28,12.75,9.68,12.69,9.68,-12.079927338782925,-5,fba,31693,5,169,0.0,0.0,5,1,9.68,Pet Head Birthday Sparkle Dog Shampoo | Cotton Candy Scent | Shampoo for Dogs with Sensitive Skin | Dog Birthday Present | Vegan | Gentle Formula for Puppies | 300ml,,4.2,98,2,10,238,N/A,41.17647058823529
