Category,BSR Band,Actual Sales Volume,Simulated Sales,Adjusted Actual Sales,Estimated Sales (Theory),Estimated Sales (Category Curve),Adjusted Sales (Full Logic),Final Estimated Sales,Daily Profit,ROI %,Offer Count,Review Count,Error - Theory vs Actual,Error - Full Logic vs Actual,Error - Category vs Actual,Accuracy - Theory,Accuracy - Full Logic,Accuracy - Category
Baby Products,"5,001–10,000",0.0,0.2666666666666666,0.0,13.77934509619974,0.3611111111111111,11.023476076959794,0.3611111111111111,0.9644444444444445,89.74358974358974,9.0,2056.0,13.77934509619974,11.023476076959794,0.3611111111111111,-inf,-inf,-inf
Baby Products,"10,001–25,000",0.0,0.2666666666666666,0.0,8.330708540082375,0.38636363636363635,6.6645668320658995,0.38636363636363635,0.8986666666666668,83.62282878411911,9.0,2056.0,8.330708540082375,6.6645668320658995,0.38636363636363635,-inf,-inf,-inf
Beauty,101–500,0.5833333333333334,10.418055555555554,0.5833333333333334,61.589976513963116,1.6083197147526371,44.31538645356215,1.6083197147526371,9.460361111111109,13.597373424794018,10.26388888888889,12840.541666666666,61.00664318062978,43.73205312022881,1.4719820399808514,-inf,-inf,-inf
Beauty,"501–1,000",0.775,9.175,0.7753472222222222,19.990069819661635,1.5116263984889053,14.487970980571822,1.5116263984889053,7.630449999999998,14.688872466216216,10.45,11697.225,19.214722597439415,13.712623758349599,1.081628616871121,-inf,-inf,-inf
Beauty,"1,001–2,500",0.25,4.5375,15.625,175.16669710700188,15.637028301886794,140.15227568526817,15.637028301886794,4.332875,18.55565008942766,9.428571428571429,5893.571428571428,159.54169710700188,124.52727568526817,27.352771226415094,-inf,-inf,-inf
Beauty,"2,501–5,000",0.8695652173913043,0.8507246376811594,33.92284700912605,271.9529838716753,32.04307974335472,217.17473580772733,32.04307974335472,0.801913043478261,16.81069298548247,10.956521739130435,567.0434782608696,238.07409764570073,184.75328785612052,46.6194954768262,-inf,-inf,-inf
Beauty,"5,001–10,000",0.2857142857142857,1.1972789115646258,0.45594405128798393,5.381075709098767,1.2529665720925995,4.419463068197406,1.2529665720925995,3.706020408163266,75.31599113574187,6.833333333333333,805.7291666666666,4.925131657810784,3.9635190169094225,0.9929297250419552,-inf,-inf,-inf
Beauty,"10,001–25,000",0.21138211382113822,1.473441734417344,0.7293820503440291,5.30930288156287,0.7293820503440291,4.146190657255688,0.7293820503440291,4.5739945799458,130.65477462494798,9.727272727272727,729.0252100840336,4.937957503949766,3.8766682762816234,1.2571462981539365,-inf,-inf,-inf
Beauty,"25,001–50,000",0.5247524752475248,0.6782178217821783,0.5628429084946711,1.0930646407334226,0.5406274182987083,0.9241079433741802,0.5406274182987083,1.3214422442244225,28.599495986171032,5.835051546391752,1775.1546391752577,1.2375731729723563,1.110430792860483,0.7608945369803366,-inf,-inf,-inf
Beauty,"50,000+",0.5058823529411764,0.9933333333333334,0.5058823529411764,1.2251677214448553,0.5051546391752577,0.9139087717936248,0.5051546391752577,1.9958823529411764,41.85565616427245,7.072289156626506,1713.8072289156626,1.4981794392704753,1.2057735642483662,0.6901152213462705,-inf,-inf,-inf
Computers & Accessories,"501–1,000",3.6666666666666665,11.0,7.832865168539326,49.01774453259598,3.356942215088283,34.31242117281719,3.356942215088283,8.360000000000007,10.29810298102982,11.333333333333334,3715.0,41.184879364056656,26.479556004277857,5.289727126805779,-10.576929769803694,-6.8038508388625845,0.4702380952380953
Computers & Accessories,"1,001–2,500",2.0434782608695654,11.0,4.3653517342452375,16.67914977540339,1.983647672552167,12.92108230917555,1.983647672552167,9.632173913043479,11.865205608577828,12.38888888888889,3529.3888888888887,12.811577898308926,9.78222752208052,3.934123979342592,-inf,-inf,-inf
