Offer Count Bucket,BSR Band,Actual Sales Volume,Simulated Sales,Adjusted Actual Sales,Estimated Sales (Theory),Estimated Sales (Category Curve),Adjusted Sales (Full Logic),Final Estimated Sales,Daily Profit,ROI %,Offer Count,Review Count,Error - Theory vs Actual,Error - Full Logic vs Actual,Error - Category vs Actual,Accuracy - Theory,Accuracy - Full Logic,Accuracy - Category
1–3,"1,001–2,500",0.2962962962962963,0.7403292181069959,11.292855505871785,274.283579188053,44.00016384284598,274.283579188053,44.00016384284598,0.8111604938271606,-5.879987169762192,2.2098765432098766,3901.456790123457,262.9907236821812,262.9907236821812,37.278645462617696,-inf,-inf,-inf
1–3,"2,501–5,000",0.2948717948717949,4.523504273504273,0.5393199921254889,12.871275247951289,9.110001841526437,12.871275247951289,9.110001841526437,9.589692307692307,22.285322526765807,2.6923076923076925,658.9230769230769,12.474423664269953,12.474423664269953,8.70035565122025,-inf,-inf,-inf
1–3,"5,001–10,000",0.38414634146341464,1.084349593495935,1.0335533821450655,10.77682059173564,3.1559141471969756,10.77682059173564,3.1559141471969756,2.393341463414634,3.1310592357132547,2.4451219512195124,616.9085365853658,10.093065412419216,10.093065412419216,3.63954457635888,-inf,-inf,-inf
1–3,"10,001–25,000",0.6927536231884058,0.8549758454106281,1.144423760220036,4.272964131307332,1.3255195555221613,4.272964131307332,1.3255195555221613,2.96232077294686,20.178255470654953,2.5855072463768116,794.8811594202898,4.020712973347197,4.020712973347197,1.6823430525961356,-inf,-inf,-inf
1–3,"25,001–50,000",0.47815533980582525,0.3131067961165049,0.5909451227058116,1.0365495652839192,0.5315203662451845,1.0365495652839192,0.5315203662451845,1.835442556634304,41.898791965314594,2.5776699029126213,605.4101941747573,1.159822099313113,1.159822099313113,0.7880013737275205,-inf,-inf,-inf
1–3,"50,000+",0.14263565891472868,0.22320413436692502,0.22473719911387052,0.49882449088220926,0.2011357617078844,0.49882449088220926,0.2011357617078844,1.3993059431524548,53.7491411837317,2.398449612403101,447.0511627906977,0.6107865357994635,0.6107865357994635,0.3677185542381028,-inf,-inf,-inf
4–6,101–500,1.0,8.559999999999999,1.0,35.31278519616917,1.608319714752637,31.78150667655226,1.608319714752637,6.258799999999996,12.180196740858502,6.0,10835.2,34.31278519616917,30.78150667655226,1.443327885901055,-inf,-inf,-inf
4–6,"501–1,000",0.25,1.3875,4.940027347590953,331.8179548248783,37.84310918773046,298.6361593423905,37.84310918773046,1.6018749999999997,7.539141002863368,6.0,3565.125,326.87792747728736,293.69613199479954,32.903081840139514,-inf,-inf,-inf
4–6,"1,001–2,500",0.4519774011299435,5.157250470809793,13.48553991912466,246.9137629644381,37.7927948405188,222.2223866679943,37.7927948405188,1.7680960451977425,-4.039987239021423,5.175141242937853,4697.016949152542,233.4308292373887,208.75135448389958,38.72029744300248,-inf,-inf,-inf
4–6,"2,501–5,000",1.0955710955710956,3.6975912975912975,16.332759600174153,176.5219345768442,10.61354644045508,158.86974111915978,10.61354644045508,3.472599067599068,1.3254752157021865,5.31002331002331,1778.4848484848485,166.77251451063725,149.67090217347751,23.103770251430227,-inf,-inf,-inf
4–6,"5,001–10,000",0.7180327868852459,1.6631147540983606,2.6241815169968934,53.71816386592338,2.6594774010962126,48.346347479331044,2.6594774010962126,2.536629508196722,10.358667993932823,5.213114754098361,1375.799668874172,52.137263647435525,46.83271014569533,4.245638024740501,-inf,-inf,-inf
4–6,"10,001–25,000",1.0291079812206574,1.5459780907668232,1.3565763760198966,5.138564556429831,1.5723656251112146,4.624708100786848,1.5723656251112146,3.610381533646323,22.865742693267602,5.143661971830986,1109.0274102079395,5.157477325531406,4.739842973235515,1.810566237238042,-inf,-inf,-inf
4–6,"25,001–50,000",0.6133190118152524,0.8226996061582528,0.8013824787265207,1.220560035599314,0.6961274169120146,1.0985040320393826,0.6961274169120146,1.2983490870032228,27.011776780183713,4.9785177228786255,851.9021505376344,1.423138462535594,1.3609628641546865,1.0193047565032718,-inf,-inf,-inf
4–6,"50,000+",0.3021276595744681,0.5568794326241135,0.4399917336910924,0.7092867088006249,0.33025918703766294,0.6383580379205624,0.33025918703766294,1.3727145390070923,56.937365303728185,5.024468085106383,1032.0681576144834,0.9368484214752962,0.887162752696876,0.6239402567142531,-inf,-inf,-inf
7–10,0–100,8.095238095238095,0.0222222222222222,194.9104483385556,16498.99359352601,108.10810141972553,13199.194874820809,108.10810141972553,0.006793650793650753,2.023557837511314,9.952380952380953,28408.761904761905,16304.083145187455,13004.284426482252,153.07341793943436,-inf,-inf,-inf
7–10,101–500,1.4166666666666667,7.016666666666667,1.4166666666666667,38.47652903269093,1.3041598573763185,30.781223226152736,1.3041598573763185,38.84041666666666,140.76626555636895,7.5,6746.083333333333,37.059862366024255,29.364556559486072,0.3152800475412271,-30.08584918574306,-23.66867934859445,0.8109955595173245
7–10,"501–1,000",0.06666666666666667,1.2333333333333334,0.06666666666666667,123.27296599639378,7.295989570679763,98.61837279711501,7.295989570679763,24.52722222222222,191.12405310211722,9.533333333333333,1777.6666666666667,123.2062993297271,98.55170613044835,7.229322904013096,-inf,-inf,-inf
7–10,"1,001–2,500",4.201793721973094,4.575336322869955,15.271685314173046,48.23781001505309,9.09991037123856,38.59024801204247,9.09991037123856,15.40554409566517,40.92534648532037,8.946188340807176,4392.018181818182,47.507237369519586,40.265444576718885,15.861577815089632,-inf,-inf,-inf
7–10,"2,501–5,000",2.2803030303030303,5.326060606060606,4.284966416048787,39.14714756447628,9.276668743211506,31.317718051581025,9.276668743211506,9.667224747474746,13.121449518567958,8.671212121212122,2676.3899848254932,37.214883276018,29.81607868676311,7.87526378272408,-inf,-inf,-inf
7–10,"5,001–10,000",1.3541984732824428,4.626106870229007,1.4187743041652094,31.68116745188478,3.2466531209094334,25.344933961507824,3.2466531209094334,8.298687531806616,35.55901156746567,8.483969465648855,1883.191717791411,31.89546682792539,25.741919092611006,2.889069681570307,-inf,-inf,-inf
7–10,"10,001–25,000",0.7646219686162625,2.35228245363766,1.0104802828095423,5.692433935081218,1.3158930340054629,4.553947148064975,1.3158930340054629,5.455407988587731,27.445014532747155,8.293865905848788,1553.7992805755396,5.606909230107136,4.63293036744293,1.5223357107878783,-inf,-inf,-inf
7–10,"25,001–50,000",0.5115894039735099,0.9576710816777041,0.7452481052107199,1.225274922132338,0.7610052122968515,0.9802199377058706,0.7610052122968515,1.3084939293598234,12.828333206687308,8.431291390728477,1800.5089058524172,1.3611673707692178,1.2379835176575182,1.054919034383134,-inf,-inf,-inf
7–10,"50,000+",0.2627118644067797,0.34615384615384615,0.383644093183681,0.4412398388723137,0.3473425540700361,0.35299187109785096,0.3473425540700361,0.4921173402868318,20.837568138922727,8.567796610169491,1476.5378040762655,0.6623139716576649,0.6065799959628682,0.5923120810189293,-inf,-inf,-inf
11–15,0–100,3.953125,0.025781249999999974,95.18007463444354,18953.414334428475,108.10810141972553,13267.390034099932,108.10810141972553,0.006705729166666612,3.0374603594080236,12.015625,28882.6328125,18858.23425979403,13172.209959465488,113.8707774564103,-inf,-inf,-inf
11–15,101–500,0.35294117647058826,11.471764705882354,1.22503884572697,241.8161738823417,1.5893983063437827,169.27132171763918,1.5893983063437827,7.979929411764705,10.094903931221781,11.83529411764706,12837.2,240.59113503661476,168.0462828719122,2.280519108252423,-inf,-inf,-inf
11–15,"501–1,000",9.626168224299066,9.981931464174455,15.791326862263416,78.99227577049908,11.065590980390466,55.29459303934935,11.065590980390466,7.090638629283486,14.241358805514299,12.074766355140186,10373.934579439252,76.54352381887878,57.4264881817759,11.509284726794371,-inf,-inf,-inf
11–15,"1,001–2,500",5.634146341463414,6.420325203252032,42.99895647196409,86.67143121683014,14.027018016604082,60.6700018517811,14.027018016604082,21.010420054200537,85.79996234284721,12.613821138211382,4336.086776859504,88.10246590789592,72.91133299045023,38.82797481675458,-inf,-inf,-inf
11–15,"2,501–5,000",3.2082152974504248,6.86813031161473,9.647500108730124,47.00950832499231,8.1025424154112,32.90665582749462,8.1025424154112,9.13513928234183,16.371838352668117,12.747875354107649,2812.6940509915016,43.125883532255855,31.246100729752325,11.532472561715752,-inf,-inf,-inf
11–15,"5,001–10,000",1.4843161856963614,3.2930572982015893,3.561711257410425,26.793536308743306,2.7946849003632424,18.755475416120312,2.7946849003632424,4.533966541196152,53.24584400407726,12.583437892095358,2866.9450980392157,25.980772746054363,18.79015066254291,4.2010487673959185,-inf,-inf,-inf
11–15,"10,001–25,000",1.0720823798627002,2.4466437833714725,2.3374175923234484,7.579008377884481,1.5855789959742095,5.305305864519137,1.5855789959742095,4.55395766590389,65.04958824902047,12.528604118993135,1855.6705336426915,7.37895779691741,5.705218063526438,2.8263839170402125,-inf,-inf,-inf
11–15,"25,001–50,000",0.4537346711259755,0.8859531772575251,0.5713140080252039,1.5321588288756587,0.6784123828488579,1.0725111802129612,0.6784123828488579,1.6395548123374213,10.128913487930312,12.692307692307692,1948.0459641255604,1.721307645579263,1.3763095543130452,0.8985390764100533,-inf,-inf,-inf
11–15,"50,000+",0.19820971867007672,0.33844842284739984,0.38370431596386906,1.1866631792752758,0.3834969418162921,0.830664225492693,0.3834969418162921,0.7168691389599319,15.296893943886383,12.475703324808185,3410.8375959079285,1.3978444182476082,1.0936023875624865,0.6469521148450031,-inf,-inf,-inf
16–20,101–500,0.15384615384615385,2.0961538461538463,3.004934687953556,770.8998854453728,1.6083197147526371,462.53993126722355,1.6083197147526371,0.48211538461538495,-1.7195918835263113,17.884615384615383,12943.807692307691,767.8949507574191,459.53499657927,4.2421036993017385,-inf,-inf,-inf
16–20,"501–1,000",16.163636363636364,4.28,17.511423670668954,225.8554930518349,15.16168887717763,135.51329583110095,15.16168887717763,3.277309090909089,18.146832994576393,17.236363636363638,7927.218181818182,227.47306862122042,142.05352907188177,8.68147946241841,-inf,-inf,-inf
16–20,"1,001–2,500",8.016949152542374,4.211299435028248,12.872342090575142,56.46740486991437,10.263379700187683,33.88044292194862,10.263379700187683,14.876550847457628,59.38088293900343,16.54237288135593,3467.322033898305,53.682487860859716,33.36844853410147,8.622271991772534,-inf,-inf,-inf
16–20,"2,501–5,000",4.134408602150538,5.8059139784946225,9.087610410700684,23.92396510865003,5.460039543652862,14.354379065190017,5.460039543652862,6.631978494623655,14.647577065952152,17.258064516129032,2472.3695652173915,21.22866316791463,13.884432552418904,8.576325777417381,-inf,-inf,-inf
16–20,"5,001–10,000",2.527536231884058,3.652173913043478,5.040371761980299,5.9084658504850545,1.91337043695671,3.545079510291032,1.91337043695671,1.721662801932367,2.4396433944725704,17.904347826086955,2754.9321533923303,5.521833945393632,4.563187776632341,4.720021086940219,-inf,-inf,-inf
16–20,"10,001–25,000",1.1904761904761905,2.230990173847317,1.9945292399195083,2.465472732185756,1.1948608814884552,1.4792836393114537,1.1948608814884552,4.284471655328798,19.567894303004664,17.952380952380953,3397.4897959183672,2.7398505052282527,2.355174085196334,2.031084160725672,-inf,-inf,-inf
16–20,"25,001–50,000",0.8611111111111112,1.408994708994709,0.9991526329370414,0.9261071574356735,0.7543204557644559,0.5556642944614041,0.7543204557644559,3.6067182539682543,22.164197321738136,17.67063492063492,2456.3611111111113,1.197303800254311,1.1180433333274031,1.0751050658568144,-inf,-inf,-inf
16–20,"50,000+",0.11085450346420324,0.26250962278675904,0.14934790518850627,0.4247385803254291,0.44233032593532395,0.2548431481952575,0.44233032593532395,0.4113210161662817,12.680741006367613,18.034642032332563,762.676674364896,0.4988224390189518,0.3590326254867736,0.506108562393515,-inf,-inf,-inf
21+,"1,001–2,500",0.21818181818181817,2.751515151515151,0.21818181818181817,21.10566454453867,38.49977228841799,10.552832272269335,38.49977228841799,7.119030303030303,9.361997275343498,30.78181818181818,732.0566037735849,20.88748272635685,10.334650454087518,38.54819814544239,-inf,-inf,-inf
21+,"2,501–5,000",2.2083333333333335,5.25,4.755003055300947,12.196751119596172,11.293056610692908,6.098375559798086,11.293056610692908,4.801458333333335,6.887304630013869,24.75,2182.0434782608695,10.088189862254334,7.013149525689898,8.087644531921605,-inf,-inf,-inf
21+,"5,001–10,000",0.205607476635514,3.1542056074766354,0.6662839520796655,3.5724325686956497,1.3635733002911303,1.7862162843478249,1.3635733002911303,0.948909657320873,1.6330010264465027,22.570093457943926,2222.4859813084113,3.3859696744318057,1.8924999733221344,1.7016199053962338,-inf,-inf,-inf
21+,"10,001–25,000",0.5439093484419264,1.8553352219074601,0.6681645648668559,3.606315087275534,1.4543340666883227,1.803157543637767,1.4543340666883227,3.185389046270066,18.36756819965568,24.481586402266288,3910.668555240793,3.7052536862448626,2.1697369711322034,1.6266765795390368,-inf,-inf,-inf
