Chosen Source,BSR Band,Actual Sales Volume,Simulated Sales,Adjusted Actual Sales,Estimated Sales (Theory),Estimated Sales (Category Curve),Adjusted Sales (Full Logic),Final Estimated Sales,Daily Profit,ROI %,Offer Count,Review Count,Error - Theory vs Actual,Error - Full Logic vs Actual,Error - Category vs Actual,Accuracy - Theory,Accuracy - Full Logic,Accuracy - Category
amazon,"1,001–2,500",0.48148148148148145,3.1246913580246916,0.6788990825688074,97.71382953613923,1.0213650850929692,66.48092470464,1.0213650850929692,44.36349382716049,203.89506523632838,16.962962962962962,5965.444444444444,97.03493045357044,65.8020256220712,1.2882451372138277,-inf,-inf,-inf
amazon,"2,501–5,000",0.3333333333333333,2.526388888888889,1.3572107761693895,27.92096324034688,4.992797843223536,20.057762809525034,4.992797843223536,15.197215277777778,67.99588440051396,8.636363636363637,4322.953488372093,26.563752464177487,18.700552033355645,4.752443450055028,-inf,-inf,-inf
amazon,"5,001–10,000",0.3684210526315789,2.0740350877192983,1.1294468160170992,12.274905717666304,1.5111494321748278,10.818558817312523,1.5111494321748278,6.314045614035088,63.3378918966446,6.105263157894737,760.8526315789474,11.431894057839123,10.019237966760091,2.0663835457544217,-inf,-inf,-inf
amazon,"10,001–25,000",0.37117903930131,2.273216885007278,1.7264960642981275,7.110660292640444,1.5748581752281945,6.2606312746610975,1.5748581752281945,3.93539883551674,54.77198194841588,5.497797356828194,1067.7533039647576,6.050625377225291,5.334206618740493,2.5333496468306858,-inf,-inf,-inf
amazon,"25,001–50,000",0.2677595628415301,0.4867030965391621,0.5498627934625738,1.840436245407145,0.5104348074916494,1.7190792634200391,0.5104348074916494,2.098056466302368,31.52955688776738,4.329670329670329,390.0220994475138,1.8691363101901046,1.7848173878285327,0.8531700159228227,-inf,-inf,-inf
amazon,"50,000+",0.20526315789473684,0.30666666666666664,0.2604963222812193,0.47225890024136424,0.21442683739530807,0.4358057348084523,0.21442683739530807,1.976757894736842,27.140234942695603,6.61578947368421,180.85185185185185,0.5892107300055095,0.5595217492519649,0.40772784498453607,-inf,-inf,-inf
fba,0–100,9.6,0.0333333333333333,231.1408610885459,18137.83782593405,108.10810141972551,13457.92695016202,108.10810141972551,0.01739999999999994,11.035940803382653,10.6,28675.2,17906.696964845505,13226.786089073477,142.10315632044157,-133.02400258199015,-97.15949997215843,0.5305960264900662
fba,101–500,1.3529411764705883,9.733333333333334,1.3529411764705883,135.51536398883442,1.4294021515900968,97.37015390954333,1.4294021515900968,32.59227450980392,92.46130814591898,10.176470588235293,9404.764705882353,134.16242281236384,96.01721273307275,0.9411764705882353,-inf,-inf,-inf
fba,"501–1,000",1.0476190476190477,5.020634920634921,1.8561546303228036,64.79232378155852,3.2784607469412044,46.86483497047328,3.2784607469412044,24.905396825396824,175.92191584167014,12.095238095238095,4910.380952380952,62.93616915123572,45.008680340150484,3.198910530398448,-inf,-inf,-inf
fba,"1,001–2,500",1.6613756613756614,8.05626102292769,7.07611407457746,77.59117072470855,7.497308626893435,53.361500206789174,7.497308626893435,40.616091710758376,156.5716055871922,11.821621621621622,5408.783333333334,74.25615191987472,50.76528254265298,9.378729483849906,-inf,-inf,-inf
fba,"2,501–5,000",2.4101123595505616,10.179213483146068,11.173619639759298,55.20215132667968,9.436548543618883,41.54095365117094,9.436548543618883,21.233189138576776,52.50787427660664,9.849056603773585,2602.8865784499053,49.10125959903615,37.884201080998956,14.285124684385176,-inf,-inf,-inf
fba,"5,001–10,000",1.6771929824561405,3.455964912280702,5.225652025104529,14.853135813888276,3.502711426813611,10.802815801996179,3.502711426813611,10.33824619883041,110.66986787019054,9.296625222024867,2182.285984848485,13.214766643958457,10.41555861137673,5.869569162779503,-inf,-inf,-inf
fba,"10,001–25,000",0.8949329359165424,2.040139095876801,1.8456668148110078,5.596046722725759,1.6399725814640653,4.238366378255366,1.6399725814640653,7.709922503725783,81.93199081271638,9.296380090497738,1563.1076335877863,5.429495894921598,4.453721646104445,2.384966021684468,-inf,-inf,-inf
fba,"25,001–50,000",0.5858283433133733,1.0280439121756486,0.8596281846869901,1.4132434547417136,0.6921423490937657,1.1519590830259097,0.6921423490937657,3.6448446440452433,48.45204389233507,8.572736520854527,1273.6663275686674,1.6143988414158685,1.468532679206829,1.065456630331492,-inf,-inf,-inf
