Chosen Source,BSR Band,Actual Sales Volume,Simulated Sales,Adjusted Actual Sales,Estimated Sales (Theory),Estimated Sales (Category Curve),Adjusted Sales (Full Logic),Final Estimated Sales,Daily Profit,ROI %,Offer Count,Review Count,Error - Theory vs Actual,Error - Full Logic vs Actual,Error - Category vs Actual,Accuracy - Theory,Accuracy - Full Logic,Accuracy - Category
amazon,0–100,6.294117647058823,0.025490196078431348,151.54455965976967,17661.635669066225,108.10810141972553,12764.488397137324,108.10810141972553,0.006686274509803871,1.8530033577913065,11.176470588235293,28478.882352941175,17510.091109406458,12612.943837477555,116.80289666665297,-inf,-inf,-inf
amazon,"501–1,000",27.0,0.0333333333333333,650.0836718115354,454.09777581666924,66.10092913491835,317.8684430716684,66.10092913491835,0.0096666666666666,6.131078224101461,12.0,28038.0,195.98589599486615,332.215228739867,583.982742676617,0.6985220449411871,0.48896543145883087,0.10168064820136191
amazon,"1,001–2,500",2.0,1.275,41.90057230155028,64.79387648007076,8.727810305249879,48.00451100811664,8.727810305249879,16.67923611111111,61.48255560929142,10.352112676056338,4380.760563380281,73.92735982533753,64.44716906186073,39.87048687512779,-inf,-inf,-inf
amazon,"2,501–5,000",0.5444015444015444,0.6593307593307594,9.730216313344357,116.87196953439853,8.129403048756735,93.12416798460384,8.129403048756735,2.946978120978121,-17.994198432316207,8.740157480314961,3813.786561264822,116.67525060392074,93.8282856854775,16.52418097584855,-inf,-inf,-inf
amazon,"5,001–10,000",0.4065040650406504,0.5222222222222223,0.8640377476802298,70.68099412020497,1.924430836933224,55.79357148669443,1.924430836933224,1.2850054200542005,-14.257553625282194,7.929896907216495,2785.287784679089,70.17412780057084,55.37659720728801,2.376040614235774,-inf,-inf,-inf
amazon,"10,001–25,000",0.4568345323741007,1.2007194244604318,1.0802085388382132,13.615246402115348,1.371539071424508,11.491078306449774,1.371539071424508,1.7715905275779376,11.654083999120008,6.8545454545454545,1804.3798165137614,13.206821754092557,11.181049702086092,1.8464876215804258,-inf,-inf,-inf
amazon,"25,001–50,000",0.24565217391304348,0.6063768115942029,0.3752564060241546,1.2082976801455376,0.5838853030826218,1.0696613511362836,0.5838853030826218,1.1037666666666668,5.890380625670513,7.1487964989059085,670.360655737705,1.2633779351381726,1.159954798947995,0.7638759759765313,-inf,-inf,-inf
amazon,"50,000+",0.1691919191919192,0.3085858585858586,0.20548402839833582,0.4630081991943923,0.24469521930846116,0.4090996230971111,0.24469521930846116,1.0765378787878788,6.402578637693649,7.593908629441624,439.3228346456693,0.5717239619900805,0.5248261855688762,0.39750949230609595,-inf,-inf,-inf
fba,0–100,4.253968253968254,0.0333333333333333,102.42352971516254,18675.219282620194,108.10810141972553,13345.292415383492,108.10810141972553,0.011005291005290936,6.98010000335581,11.806451612903226,28898.16129032258,18572.795752905033,13242.86888566833,118.18138520608382,-inf,-inf,-inf
fba,101–500,0.967741935483871,11.149462365591397,2.1633597078514915,303.23371392715813,1.4583223506069654,209.33098127838056,1.4583223506069654,19.83721505376344,52.98648894224951,11.466666666666667,10647.966666666667,301.07035421930664,207.16762157052906,2.1071738369891837,-inf,-inf,-inf
fba,"501–1,000",17.56122448979592,7.545238095238095,18.88925435300933,154.12018064241337,22.794023163268015,115.43778030421599,22.794023163268015,7.663809523809521,37.75134378177484,13.275510204081632,6383.428571428572,155.76173670938437,121.59713763290081,14.527540138592414,-inf,-inf,-inf
fba,"1,001–2,500",2.44839255499154,5.449407783417936,18.097833422688755,152.98679498471978,26.61150121927935,132.11274605739916,26.61150121927935,14.109495205865763,48.351439605066965,10.884083044982699,4207.036713286713,146.0058923649411,127.83264655943398,31.036010141154645,-inf,-inf,-inf
fba,"2,501–5,000",2.351882160392799,6.5207037643207855,8.461958036497293,54.193015791987385,8.600598083595065,43.91631363940702,8.600598083595065,10.083361429350791,19.913486805521185,10.374380165289256,2382.051324503311,49.3786625611966,40.52304090071422,11.585360674262036,-inf,-inf,-inf
fba,"5,001–10,000",1.605486610058785,3.6189200957979533,3.1064689174374425,15.652493244409515,3.2432227929072712,12.407807617712955,3.2432227929072712,4.792345308077509,39.60706400392023,11.184036939313984,1851.1420838971583,15.246550489613004,12.67631392245692,4.273070254655494,-inf,-inf,-inf
fba,"10,001–25,000",0.9077598828696926,1.9761957052220598,1.4581384857088158,4.346196065368878,1.48070049793709,3.1800666899063272,1.48070049793709,4.47823999511957,40.49564677889561,11.08130081300813,1759.9448378680581,4.373139052660147,3.4990780332170774,1.9883943953887075,-inf,-inf,-inf
fba,"25,001–50,000",0.5448400180261379,1.019257923989785,0.7211704833571386,1.2827487326567624,0.7148241393494531,1.0032028725009767,0.7148241393494531,1.9779330028541386,20.66340082341774,9.932661475034356,1411.2153000458086,1.478117021518607,1.3078853477171644,1.0050966846032203,-inf,-inf,-inf
fba,"50,000+",0.2278177458033573,0.4792965627498002,0.42145873045158067,0.7608582261620259,0.3322350153110977,0.5984463265098621,0.3322350153110977,1.2108484412470024,33.60787627364916,9.032054395337543,981.2576567817209,0.990882058156529,0.8641805962500094,0.6377474711187884,-inf,-inf,-inf
fbm,0–100,4.267605633802817,0.01830985915492956,102.75187926911592,18755.75538169275,108.10810141972553,13430.825983436991,108.10810141972553,0.0028920187793426834,-0.4615430426108572,11.785714285714286,28824.77142857143,18653.003502423635,13328.074104167876,120.0984033325577,-inf,-inf,-inf
fbm,101–500,0.3106796116504854,8.388025889967638,1.3902179886426087,311.1556262211183,1.6024136981045534,200.4726846153502,1.6024136981045534,5.925847896440128,9.618249437450922,12.398058252427184,12597.73786407767,309.7654082324757,199.0824666267076,2.501372724086353,-inf,-inf,-inf
fbm,"501–1,000",1.872340425531915,6.432978723404255,2.4639373968508855,132.7077863155862,4.60559058058776,85.06846760075607,4.60559058058776,6.185379432624114,19.187505219481572,12.404255319148936,10384.053191489362,131.04979849845876,83.89635448417968,3.5764075845081438,-inf,-inf,-inf
fbm,"1,001–2,500",7.438461538461539,4.069358974358974,24.860665665292412,42.53883205209485,12.643517077603944,32.7332658447808,12.643517077603944,6.70010641025641,15.316688002958763,11.203187250996017,3592.0763052208836,43.416167036428845,39.09935248458055,22.40004924909438,-inf,-inf,-inf
fbm,"2,501–5,000",3.423076923076923,5.650747863247863,9.181581534975574,72.2590177598123,9.574518230447879,62.78093807910789,9.574518230447879,5.74829861111111,10.459811765142058,10.084006462035541,1984.2180936995153,67.68960466251875,59.18347700275799,11.985591978533597,-inf,-inf,-inf
fbm,"5,001–10,000",1.2798833819241981,4.059766763848397,3.2696888097200665,30.6617399858484,2.2039693005993937,26.94797429624011,2.2039693005993937,5.638708454810495,29.710871425637638,10.277695716395865,2151.220238095238,29.421363614609344,26.10883569437416,3.844013540192077,-inf,-inf,-inf
fbm,"10,001–25,000",1.0950846091861401,2.4633897394574267,1.5219366274733834,3.761774321306765,1.3417438849064014,3.0888068070071584,1.3417438849064014,5.22683105022831,20.845217202288424,9.60049019607843,1949.5446355446356,3.7136191842769484,3.3344385128274405,1.781092741398123,-inf,-inf,-inf
fbm,"25,001–50,000",0.6309719934102141,0.6503294892915981,0.7933763446385469,1.184637497684771,0.7259243221559761,0.954471505577828,0.7259243221559761,1.3228415705656233,23.7636254068019,8.7175,1974.108695652174,1.3490341862833257,1.2361964235553167,0.9923859623216242,-inf,-inf,-inf
fbm,"50,000+",0.23208191126279865,0.25109702584105315,0.2865532446257845,0.5205071391449773,0.36968528483421814,0.4161698183756955,0.36968528483421814,0.6576237607671054,35.786361930897925,9.365071534287123,2173.799111549852,0.6776968657769431,0.5979973920226351,0.5215089611313728,-inf,-inf,-inf
